,R01_07_CO201,R01_07_FCI01,R01_07_TRU01,HTR9_VES01_AZ01,HTR9_VES01_SI01,HTR9_VES01_SV01,HTR9_VES01_TUD01,HTRK_VEN01_TI01,R01_06_TRU01,R01_08_TRU01
2025-07-01 21:00:00+00:00,434.5295606,0.0,26.61919048,330.1835459,0.0,-7.028571429,17.925,18.04489796,27.09805195,26.05
2025-07-01 21:15:00+00:00,434.5444444,0.0,26.54733333,333.3582795,0.0,-8.005512266,17.87737422,18.10386905,27.01822222,25.98083333
2025-07-01 21:30:00+00:00,435.1029451,0.0,26.5,336.7065476,0.0,-8.929753968,17.72083333,18.22857143,27.05277778,25.9
2025-07-01 21:45:00+00:00,433.0742424,0.0,26.44666667,340.3532698,0.0,-9.807777778,17.59982143,18.38461538,26.92666667,25.84666667
2025-07-01 22:00:00+00:00,434.3738749,0.0,26.38765664,343.6077381,0.0,-10.45035714,17.82803571,18.4,26.85333333,25.8
2025-07-01 22:15:00+00:00,433.6409554,0.0,26.30155966,346.9488249,0.0,-10.94507071,17.91793752,18.45312169,26.78952941,25.72
2025-07-01 22:30:00+00:00,433.6727273,0.0,26.25294118,350.399246,0.0,-11.35285714,17.60368254,18.62,26.7,25.68828571
2025-07-01 22:45:00+00:00,433.6686508,0.0,26.16617063,353.8635387,0.0,-11.68968254,17.40223156,18.75,26.73497475,25.6
2025-07-01 23:00:00+00:00,433.3666667,0.0,26.1,357.4101119,0.0,-11.876,17.35329841,18.825,26.6,25.5975
2025-07-01 23:15:00+00:00,432.5452276,0.0,26.02808333,45.93759089,0.0,-11.9,17.10673319,18.90785714,26.56,25.5
2025-07-01 23:30:00+00:00,431.6594925,0.0,25.99230769,4.713344877,0.0,-11.80884848,16.87670791,19.0,26.50769231,25.49222222
2025-07-01 23:45:00+00:00,431.3159878,0.0,25.9,8.015136054,0.0,-11.6,16.9,19.0,26.59857143,25.4
2025-07-02 00:00:00+00:00,431.2962576,0.0,25.89833333,11.33878788,0.0,-11.25185185,16.93933333,19.0,26.44581417,25.4
2025-07-02 00:15:00+00:00,430.6384704,0.0,25.80606061,15.15828571,0.0,-10.71457143,16.86895767,19.0,26.42740741,25.39904762
2025-07-02 00:30:00+00:00,429.5804639,0.0,25.8,18.40611111,0.0,-10.15373016,16.88246032,19.0,26.3,25.30428571
2025-07-02 00:45:00+00:00,430.2511111,0.0,25.71291667,21.85529004,0.0,-9.40148052,16.97932121,18.94285714,26.38708333,25.3
2025-07-02 01:00:00+00:00,430.0714939,0.0,25.7,24.888,0.0,-8.646666667,17.05944444,18.8,26.21720539,25.26833333
2025-07-02 01:15:00+00:00,430.3133333,0.0,25.63966667,28.18428571,0.0,-7.698476191,17.32424242,18.8,26.25757576,25.2
2025-07-02 01:30:00+00:00,429.7084594,0.0,25.6,31.97063492,0.0,-6.46252551,17.48273655,18.72307692,26.25541126,25.2
2025-07-02 01:45:00+00:00,429.2672347,0.0,25.6,35.37809829,0.036111111,-5.223490029,17.36119709,18.60909091,26.1,25.2
2025-07-02 02:00:00+00:00,429.2950687,0.0,25.50916667,38.29619048,0.346366162,-4.06,17.27771429,18.6,26.16954545,25.10888889
2025-07-02 02:15:00+00:00,428.6230159,0.0,25.5,41.57863095,1.326897785,-2.673376623,17.38687338,18.52307692,26.01043956,25.1
2025-07-02 02:30:00+00:00,428.3977694,0.0,25.5,44.48359745,3.605266045,-1.27762477,17.38524636,18.40714286,26.0,25.1
2025-07-02 02:45:00+00:00,429.6211126,0.0,25.49968254,47.93265486,11.48674419,0.345560847,17.30114286,18.36,26.0502807,25.01904762
2025-07-02 03:00:00+00:00,428.8468391,26.7427463,25.41533333,50.60405964,23.30357874,1.728504089,17.80528139,17.94423469,26.00550725,24.95333333
2025-07-02 03:15:00+00:00,430.3669021,56.00892857,25.35,53.38866213,42.26224228,3.314515306,20.19777778,17.155,25.82142857,24.9
2025-07-02 03:30:00+00:00,431.1745233,56.00515873,25.3,56.82119841,67.4091355,5.334285714,20.17466667,17.14285714,25.7978905,24.89644444
2025-07-02 03:45:00+00:00,435.4475279,55.52691476,25.28928571,59.95653463,93.64671476,7.262112776,19.58428472,17.49666667,25.7,24.8
2025-07-02 04:00:00+00:00,437.6798712,123.4985385,25.20074074,62.77637379,119.6971715,9.069179894,21.04919577,17.24444444,25.7,24.75533333
2025-07-02 04:15:00+00:00,440.3284623,256.9474387,25.15807823,65.75275974,146.1664109,11.02166667,20.94592703,17.28333333,25.58909452,24.78100907
2025-07-02 04:30:00+00:00,443.0252362,271.2058704,25.02820513,68.7022328,175.4923025,13.03493122,20.32232381,17.46428571,25.50166667,24.69333333
2025-07-02 04:45:00+00:00,443.2617184,270.6347864,24.89019864,71.45532997,196.9871528,14.96557731,19.60706617,17.34,25.34852041,24.65471861
2025-07-02 05:00:00+00:00,442.1378981,270.0785177,24.73441558,74.36924114,226.5754593,17.00479649,19.48187535,17.35714286,25.10160305,24.59447101
2025-07-02 05:15:00+00:00,443.3762238,270.9052042,24.7,77.44698052,254.1576637,19.17371429,20.01688312,17.32205128,25.16032164,24.53333333
2025-07-02 05:30:00+00:00,452.4779798,269.1060495,24.7,80.40296927,285.5445615,21.29156288,20.61423193,17.33066667,25.43333333,24.43333333
2025-07-02 05:45:00+00:00,457.3314215,271.844242,24.6090812,83.28928501,315.7645644,23.32600592,21.22214452,17.09935897,25.6305668,24.32307692
2025-07-02 06:00:00+00:00,457.7806777,269.8342973,24.57142857,86.34060606,352.1585901,25.53821429,21.41123021,17.22,25.1153557,24.46785714
2025-07-02 06:15:00+00:00,473.5201149,269.6199556,24.5,89.30069841,356.5396055,27.61087302,21.30336905,17.2,25.19786755,24.56899471
2025-07-02 06:30:00+00:00,529.5045128,270.3821781,24.60306934,92.14960317,403.0287557,29.5621645,21.50046825,17.22142857,25.68256882,24.57344665
2025-07-02 06:45:00+00:00,565.9312306,266.740698,24.81917372,95.50926632,435.5809988,31.83070136,22.27578054,17.21428571,25.78928941,24.51079545
2025-07-02 07:00:00+00:00,563.0510195,268.7117603,24.7976926,98.82916667,467.5448041,34.00222222,22.26926852,17.27333333,25.63898598,24.67333333
2025-07-02 07:15:00+00:00,559.3535674,269.6767677,24.8,102.1698135,498.6782175,36.08567063,22.37590278,17.20355556,25.12340491,24.7
2025-07-02 07:30:00+00:00,542.2775792,269.9523394,24.72502844,105.7395065,528.8907474,38.21934199,22.77480012,17.27777778,25.26620781,24.7
2025-07-02 07:45:00+00:00,492.2695613,267.8173574,24.65193277,109.2046939,553.1969545,40.26742012,22.94093615,17.17142857,25.73482467,24.7
2025-07-02 08:00:00+00:00,496.6915385,272.2135035,24.61984762,113.1137698,577.748984,42.28060301,23.5187482,17.32952381,25.72347584,24.68666667
2025-07-02 08:15:00+00:00,476.2587302,272.2116495,24.50595238,117.2423138,617.04491,44.35238095,24.14642857,17.33538462,25.72313853,24.61428571
